,13-Jan-2026
The Nifty witnessed an intraday movement of about 296.5 points.The closing index was 0.22 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101636.97
, Traded Quantity (in Lakhs), 48038.86
, Number of Trades, 29941951
, Total Market Capitalisation (Rs. Crores), 46576776.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,GLENMARK,EQ,      2008.20,               1649784390.90,831792
,GLFL,BE,         5.40,                    32958.54,6453
,GLOBAL,BE,        81.66,                  6980912.96,89123
,GLOBALE,EQ,        11.73,                   235140.54,19794
,GLOBALVECT,EQ,       185.96,                   977414.57,5247
,GLOBE,EQ,         3.01,                  3626886.73,1215370
,GLOBECIVIL,EQ,        50.98,                  4586126.63,89444
,GLOBUSSPR,EQ,      1009.40,                171796996.60,170269
,GLOSTERLTD,EQ,       633.25,                  1220261.00,1926
,GLOTTIS,EQ,        55.09,                 14378847.40,261306
,GMBREW,EQ,      1060.20,                185358542.50,173971
,GMDCLTD,EQ,       570.35,               3249809221.55,5671529
,GML,SM,        20.00,                   313200.00,16000
,GMMPFAUDLR,EQ,      1024.70,                 73995141.40,72266
,GMRAIRPORT,EQ,        99.27,                692787333.25,6978211
,GMRP&UI,EQ,       106.15,                521394268.49,4856022
,GNA,EQ,       351.30,                 17517032.60,49846
,GNFC,EQ,       474.40,                 44283223.10,93092
,GOACARBON,EQ,       383.80,                  7891039.45,20427
,GOCLCORP,EQ,       278.95,                  8508660.60,30383
,GOCOLORS,EQ,       404.85,                110653903.40,271723
,GODAVARIB,EQ,       279.60,                 55317190.05,195988
,GODFRYPHLP,EQ,      2215.50,               4910297663.30,2219934
,GODIGIT,EQ,       338.95,                 24701846.40,73307
,GODREJAGRO,EQ,       559.95,                 87704252.85,157014
,GODREJIND,EQ,      1000.80,                 81716896.60,81608
,GODREJPROP,EQ,      1878.80,               3839034422.70,2030980
,GOKEX,EQ,       597.95,                862310587.65,1412336
,GOKUL,EQ,        38.30,                   483160.80,12728
,GOKULAGRO,EQ,       163.00,                 29011676.07,177348
,GOLD1,EQ,       117.31,                704765586.08,6000563
,GOLD360,EQ,       136.80,                  9156423.30,66628
,GOLDADD,EQ,       136.25,                 81109671.20,594851
,GOLDBEES,EQ,       116.37,               6953944034.91,59657307
,GOLDBETA,EQ,       118.30,                185358132.30,1564859
,GOLDBND,EQ,       140.76,                  1860506.03,13171
,GOLDCASE,EQ,        22.17,                643163822.72,28998389
,GOLDENTOBC,BZ,        29.68,                    54474.71,1803
,GOLDETF,EQ,       136.84,                379572773.98,2774803
,GOLDIAM,EQ,       345.30,                114121999.15,324871
,GOLDIETF,EQ,       120.68,               1428330220.02,11824930
,GOLDTECH,EQ,        47.31,                  1449366.48,30135
,GOODLUCK,EQ,      1144.90,                179282753.60,157478
,GOPAL,EQ,       324.55,                 16933321.20,52023
,GOYALALUM,BE,         8.54,                  3412886.71,394612
,GOYALSALT,SM,       151.25,                   637290.00,4200
,GPECO,SM,       378.75,                  7436120.00,19400
,GPIL,EQ,       259.20,                345453990.50,1337523
,GPPL,EQ,       183.72,                778987077.80,4181467
,GPTHEALTH,EQ,       135.08,                  4611918.46,34010
,GPTINFRA,EQ,       105.13,                 10808844.73,103645
,GRANULES,EQ,       590.80,                442537908.95,744865
,GRAPHISAD,SM,        48.10,                  3913680.00,82800
,GRAPHITE,EQ,       599.30,                833808445.65,1381280
,GRAVITA,EQ,      1625.40,                225142229.30,138022
,GREAVESCOT,EQ,       171.92,                 96932420.37,559978
,GREENCHEF,SM,        54.00,                    86400.00,1600
,GREENLAM,EQ,       243.76,                  5353780.17,22192
,GREENLEAF,SM,       161.95,                  1464250.00,9000
,GREENPANEL,EQ,       216.39,                 21507599.33,99400
,GREENPLY,EQ,       243.95,                 41052253.70,169953
,GREENPOWER,EQ,        10.81,                 27468460.41,2519650
,GRETEX,SM,       197.00,                   147750.00,750
,GRINDWELL,EQ,      1577.70,                 56414059.20,35927
,GRINFRA,EQ,       939.85,                 11841968.70,12589
,GRMOVER,EQ,       171.12,                463555299.91,2699120
,GROBTEA,EQ,       990.65,                    22806.25,23
,GROWW,EQ,       162.69,               4109773894.31,25148305
,GROWWCAPM,EQ,         9.83,                  3391623.50,345550
,GROWWDEFNC,EQ,        78.03,                 35747135.40,456211
,GROWWEV,EQ,        30.82,                  3471984.31,112405
,GROWWGOLD,EQ,       138.07,                 84128760.71,609710
,GROWWLIQID,EQ,       107.44,                 22341962.93,207943
,GROWWLOVOL,EQ,        10.68,                   156176.74,14615
,GROWWMC150,EQ,       218.66,                   123860.44,567
,GROWWMETAL,EQ,        10.78,                 11175329.61,1034481
,GROWWMOM50,EQ,        10.35,                  2436712.69,234432
,GROWWN200,EQ,        11.54,                  1264777.32,109356
,GROWWNET,EQ,        10.13,                  3889415.73,384804
,GROWWNIFTY,EQ,        10.33,                  6033676.32,583197
,GROWWNXT50,EQ,        68.41,                   755370.38,11011
,GROWWPOWER,EQ,         9.50,                 64458501.87,6783444
,GROWWRAIL,EQ,        33.82,                 20976430.47,618748
,GROWWRLTY,EQ,         9.62,                  2929203.21,305019
,GROWWSC250,EQ,         9.33,                   922595.29,98936
,GROWWSLVR,EQ,       256.17,                549765777.35,2162447
,GRPLTD,EQ,      1793.50,                  5167533.30,2902
,GRSE,EQ,      2449.40,               2350845559.70,954435
,GRWRHITECH,EQ,      3007.30,                112844120.60,37646
,GSEC10ABSL,EQ,       110.64,                      110.64,1
,GSEC10IETF,EQ,       259.50,                   184440.90,711
,GSEC10YEAR,EQ,        29.55,                   111401.81,3764
,GSEC5IETF,EQ,        63.75,                   214858.31,3364
,GSFC,EQ,       173.41,                104189720.65,598776
,GSLSU,BE,        93.46,                  1307418.19,13849
,GSMFOILS,SM,       206.55,                  1664275.00,8000
,GSPL,EQ,       298.25,                578789248.70,1928152
,GSS,EQ,        15.93,                  1531778.42,96939
,GTECJAINX,EQ,        21.52,                    66086.68,3025
,GTL,EQ,         7.62,                  1508722.85,197090
,GTLINFRA,EQ,         1.15,                 35886910.63,31013177
,GTPL,EQ,        88.86,                209555968.03,2123626
,GUFICBIO,EQ,       319.90,                  6568971.60,20591
,GUJALKALI,EQ,       481.35,                  6617732.15,13709
,GUJAPOLLO,EQ,       391.05,                  5655763.15,14403
,GUJGASLTD,EQ,       408.65,                245034549.30,593320
,GUJRAFFIA,BE,        45.16,                   332014.82,7437
,GUJTHEM,EQ,       366.90,                 16756604.60,45133
,GULFOILLUB,EQ,      1133.30,                 22641728.90,19903
,GULFPETRO,EQ,        33.74,                  1522857.69,45201
,GULPOLY,EQ,       141.80,                  6923332.56,48468
,GVKPIL,BE,         3.03,                  1883576.12,622138
,GVPIL,EQ,       304.45,                 33398591.40,108960
,GVPTECH,EQ,         8.21,                  1263208.24,153078
,GVPTECHPP,E1,         3.95,                    32723.06,8265
,GVT&D,EQ,      2731.50,               2407481425.80,878765
,HALEOSLABS,BE,      1291.60,                    96945.20,75
,HAPPSTMNDS,EQ,       429.45,                169712213.45,393802
,HAPPYFORGE,EQ,      1104.90,                 20170560.50,18354
,HARDWYN,BE,        17.68,                  5657928.06,321796
,HARIOMPIPE,EQ,       412.90,                 97016533.45,241215
,HARRMALAYA,EQ,       160.69,                   860439.51,5340
,HARSHA,EQ,       385.20,                  9361986.90,24562
,HATHWAY,EQ,        11.97,                 22362346.36,1861534
,HATSUN,EQ,       931.20,                 22620889.30,24135
,HAVISHA,EQ,         1.78,                    17315.09,9804
,HBLENGINE,EQ,       846.05,                984291461.10,1156178
,HBSL,BE,        69.13,                   294067.87,4241
,HCC,EQ,        19.65,               1574055442.48,80236597
,HCG,EQ,       667.80,                140031071.35,212335
,HCL-INSYS,EQ,        13.18,                  4301632.33,323228
,HDBFS,EQ,       768.00,                289003078.25,376220
,HDFCAMC,EQ,      2485.70,               2415553795.70,975174
,HDFCBSE500,EQ,        37.64,                   512603.63,13615
,HDFCGOLD,EQ,       120.39,               1218855042.46,10126156
,HDFCGROWTH,EQ,       130.35,                  2759043.34,21240
,HDFCLIQUID,EQ,      1044.18,                 20065613.64,19217
,HDFCLOWVOL,EQ,        21.54,                   661315.39,30755
,HDFCMID150,EQ,        22.13,                 13240005.90,597141
,HDFCMOMENT,EQ,        31.16,                  2238616.24,71875
,HDFCNEXT50,EQ,        69.74,                  5934427.36,85341
,HDFCNIF100,EQ,        26.99,                  1700883.95,62918
,HDFCNIFBAN,EQ,        61.04,                  4387393.30,72001
,HDFCNIFIT,EQ,        40.30,                  2085687.60,51834
,HDFCNIFTY,EQ,       288.17,                 39924681.43,138620
,HDFCPSUBK,EQ,        87.77,                   693478.52,7912
,HDFCPVTBAN,EQ,        28.99,                   767040.12,26441
,HDFCQUAL,EQ,        60.49,                   617524.95,10216
,HDFCSENSEX,EQ,        94.35,                  2718638.28,28825
,HDFCSILVER,EQ,       251.15,               4275263046.85,17108287
,HDFCSML250,EQ,       163.00,                144025708.64,884331
,HDFCVALUE,EQ,       139.55,                  1016469.69,7291
,HDIL,BZ,         2.19,                   376163.63,171370
,HEADSUP,EQ,         8.62,                   141599.86,16392
,HEALTHADD,EQ,       147.05,                   118223.25,808
,HEALTHIETF,EQ,       149.53,                 10276094.89,68985
,HEALTHY,EQ,        14.94,                  3944448.73,264644
,HECPROJECT,EQ,       106.75,                   359115.49,3343
,HEG,EQ,       550.70,               1400069967.75,2533772
,HEIDELBERG,EQ,       168.19,                  4491644.69,26663
,HEMIPROP,EQ,       136.56,                 28015986.60,204835
,HERANBA,EQ,       222.95,                  4624216.66,20560
,HERITGFOOD,EQ,       444.00,                 48738571.20,109973
,HEROMOTOCO,EQ,      5734.50,               1924007958.50,336437
,HESTERBIO,EQ,      1514.90,                  8905907.10,5861
,HEUBACHIND,EQ,       443.00,                  2117171.65,4741
,HEXATRADEX,EQ,       159.11,                   318785.50,2000
,HEXT,EQ,       734.60,                369894136.00,503974
,HFCL,EQ,        62.68,               1485225717.34,23551913
,HGINFRA,EQ,       699.10,                 77310944.85,109470
,HGM,EQ,        61.70,                   114647.30,1863
,HGS,EQ,       428.35,                  6312809.55,14709
,HIGREEN,SM,       144.85,                  1731000.00,12000
,HIKAL,EQ,       212.83,                 29575325.69,138875
,HILINFRA,EQ,        55.28,                 15541659.25,281038
,HILTON,EQ,        31.13,                  4084903.63,128775
,HIMATSEIDE,EQ,       102.46,                 25345643.05,245091
,HINDCOMPOS,EQ,       416.50,                  1062173.95,2511
,HINDCON,EQ,        24.83,                   601429.10,24097
,HINDCOPPER,EQ,       539.45,              16321771850.35,29862998
,HINDOILEXP,EQ,       149.00,                 29015849.74,193709
,HINDPETRO,EQ,       448.85,                826676944.95,1842284
,HINDWAREAP,EQ,       239.10,                 17167716.95,70993
,HIRECT,EQ,      1392.70,                 23662368.80,17015
,HISARMETAL,EQ,       153.65,                   256401.51,1639
,HITECH,EQ,        85.33,                 46098139.40,538988
,HITECHCORP,EQ,       161.40,                    87325.30,542
,HITECHGEAR,BE,       764.65,                  2521882.10,3298
,HLEGLAS,EQ,       448.80,                 27938007.50,62610
,HLVLTD,EQ,         8.96,                  1831984.40,203084
,HMAAGRO,EQ,        27.78,                  4826060.86,175904
,HMT,BZ,        46.04,                   449465.31,9793
,HMVL,EQ,        68.80,                  1027504.67,15161
,HNDFDS,EQ,       501.35,                 13513378.40,26822
,HNGSNGBEES,EQ,       532.02,                152749351.56,287765
,HOACFOODS,ST,       308.00,                  1159500.00,3750
,HOLMARC,SM,        99.90,                   149175.00,1500
,HOMEFIRST,EQ,      1091.70,                360387020.90,330864
,HOMESFY,SM,       161.50,                   297000.00,1800
,HONASA,EQ,       290.10,                 73093135.50,252665
,HONAUT,EQ,     33270.00,                 43048070.00,1291
,HONDAPOWER,EQ,      2181.80,                  4841522.70,2203
,HPAL,EQ,        39.81,                  1636067.77,41035
,HPIL,EQ,       136.96,                  1797275.20,13024
,HPL,EQ,       357.00,                 34290892.15,94886
,HPTL,SM,       288.00,                   346800.00,1200
,HRHNEXT,SM,        33.45,                    50175.00,1500
,HSCL,EQ,       473.95,                222079449.55,466757
,HTMEDIA,EQ,        23.44,                  1304593.54,55127
,HUBTOWN,EQ,       226.87,                 86108689.46,379717
,HUDCO,EQ,       215.04,                496074422.50,2302407
,HUHTAMAKI,EQ,       186.49,                 83756787.13,444502
,HVAX,SM,       795.00,                   119250.00,150
,HYBRIDFIN,BE,        18.49,                    39353.17,2128
,IBLFL,SM,        52.10,                   842000.00,16000
,IBULLSLTD,EQ,        12.08,                 54763428.72,4509782
,ICDSLTD,EQ,        42.76,                    23568.23,544
,ICEMAKE,EQ,       750.20,                 20824983.85,27810
,ICICIAMC,EQ,      2671.80,               1395826316.30,529889
,ICICIB22,EQ,       117.00,                 73486899.33,629682
,ICICIPRULI,EQ,       681.45,               3308358769.00,4801288
,ICIL,EQ,       250.70,                 51117003.15,201815
,ICRA,EQ,      5999.50,                 26987141.00,4492
,IDBI,EQ,       103.64,               1150469687.68,11018076
,IDEA,EQ,        10.80,              11487483983.74,1050929391
,IDEAFORGE,EQ,       467.85,                 64306515.80,136250
,IDEALTECHO,SM,       199.00,                   899450.00,4500
,IDENTICAL,SM,        19.20,                    78400.00,4000
,IDFCFIRSTB,EQ,        82.96,               2029428133.12,24378849
,IDFNIFTYET,EQ,       282.69,                   366520.61,1297
,IEML,SM,        83.60,                  1589050.00,19000
,IEX,EQ,       141.31,               2092379170.02,14795538
